ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Wine,Chile Wine,Chile White Wine,CHILE,16069,SAUVIGNON BLANC - CHOCALAN RESERVA,7804603661223,0.75,1,13.5,13.99,0
Spirits,Liqueurs,Cream/Dairy Liqueurs,CANADA,74755,FORTY CREEK - NANAIMO BAR CREAM,69321004708,0.75,1,15,29.99,NA
Wine,Chile Wine,Chile Red Wine,CHILE,179937,PINOT NOIR - MONTES LIMITED SELECTION ACONCAGUA 2018,715126600019,0.75,1,14,13.97,0
Wine,France Wine,France White Wine,FRANCE,229606,CHATEAU FERRAN BLANC 2016,3609050758748,0.75,1,13,39,NA
Spirits,Vodka,Straight Vodka,FRANCE,268664,GREY GOOSE,83089550352,0.375,1,40,26.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,335901,GLENLIVET - 18 YEAR OLD,80432400661,0.75,1,40,139.99,NA
Wine,Chile Wine,Chile Red Wine,CHILE,456178,CARMENERE - FALERNIA GRAN RESERVA ELQUI VALLEY 2017,7809623200322,0.75,1,14.5,19.99,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,624502,VIOGNIER - YALUMBA Y SERIES,9311789475974,0.75,1,13.5,15.49,0
Wine,France Wine,France Red Wine,FRANCE,780908,CLOS VOUGEOT - DOMAINE JACQUES PRIEUR 2011,3760155253320,0.75,1,13.5,195.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,831099,PINOT NOIR - HAHN MONTEREY 2017,86788888023,0.75,1,14.5,24.99,0
Spirits,Asian Spirits,China Spirits,CHINA,899120,HONG XING ER GOU TOU - 8 YEARS,6906785015014,0.5,1,53,27.49,NA
Wine,Germany Wine,Germany White Wine,GERMANY,914762,RIESLING - MOSELLAND ARS VITIS,4006975008887,0.75,1,8.8,17.99,3
Spirits,Whisky,Irish Whiskey,IRELAND,10157,JAMESON - IRISH,80432500170,0.75,1,40,34.99,NA
Spirits,Whisky,Canadian Whisky,CANADA,17544,GREAT PLAINS - 18 YEAR EXTRA SPECIAL CASK FINISH,628250374018,0.75,1,54.5,110.97,NA
Wine,France Wine,France White Wine,FRANCE,69388,SAVIGNY LES BEAUNE LES MONTCHENEVOY - JAVILLIER 2018,3760046223005,0.75,1,13,66.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,169394,MALBEC - NACIDO Y CRIADO MENDOZA,7790314062346,0.75,1,12.8,9.97,0
Spirits,Vodka,Straight Vodka,CANADA,194203,BEATTIE'S - FARM CRAFTED POTATO VODKA,627843533689,0.75,1,40,27.97,NA
Wine,France Wine,France White Wine,FRANCE,199461,CHATEAU LA MISSION HAUT-BRION BLANC 2016,626990402497,0.75,1,13,1500,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,291294,CABERNET SAUVIGNON - PENFOLDS BIN 169 COONAWARRA 2018,12354000728,0.75,1,14.5,399.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,427492,PINOT NOIR - DOMAINE DROUHIN DUNDEE HILLS 2017,12086860225,0.75,1,14.1,49.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,1589,WEEKDAY WINE - RED BLEND,776545600707,4,1,12.5,37.99,2
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,7617,CHIVAS REGAL - 12 YEAR OLD,80432400395,0.75,1,40,53.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,66723,MUDDLERS - VODKA PINK LEMONADE CAN,823994003679,0.355,6,5,11.29,NA
Wine,Chile Wine,Chile Red Wine,CHILE,71030,ALMAVIVA CHILI ROUGE 2018,626990467380,0.75,1,15,259.99,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,97105,LIGHTHOUSE - SHIPWRECK IPA CAN,895778000273,0.355,6,6.5,11.79,NA
Wine,Italy Wine,Italy Red Wine,ITALY,160300,BOLGHERI SUPERIORE - ORNELLAIA 2014,877397004801,0.75,1,13.5,229.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,198832,STANLEY PARK BREWING - WINDSTORM TALL CAN,62067377488,0.473,1,5.4,2.09,NA
Wine,Hungary Wine,Hungary White Wine,HUNGARY,206428,TOKAJ SZAMORODNI  - SAMUEL TINON DRY 2008,5999533770854,0.5,1,13,59.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,211116,SHENK'S - HOMESTEAD SOUR MASH WHISKEY,39383009928,0.75,1,45.6,189.99,NA
Wine,Italy Wine,Italy White Wine,ITALY,216077,CUSTOZA SUPERIORE BIANCO - MONTE DEL FRA CA DEL MAGRO 2016,838547000050,0.75,1,13,21.99,0
Wine,France Wine,France Red Wine,FRANCE,255959,CHATEAU PETIT VILLAGE 2016,3760281070006,0.75,1,13,170,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,333732,CABERNET SAUVIGNON - DUCKHORN DECOY CALIFORNIA 2018,669576019269,0.75,1,13.9,36.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,361048,PELLER FAMILY VINEYARDS - SHIRAZ,48162010178,1.5,1,13,14.99,0
Spirits,Whisky,Blended Malt Scotch Whisky,UNITED KINGDOM,388457,SCALLYWAG - BCLS 100TH ANNIVERSARY SPEYSIDE BLENDED MALT,5014218818499,0.7,1,48.4,89.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,470914,BODACIOUS - SMOOTH WHITE,63657033760,1.5,1,12.5,17.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,699694,TOSCANA - ANTINORI SOLAIA 2017,8001935001850,0.75,1,14,429.99,0
Refreshment Beverages,Cider,Import Cider,DENMARK,106388,TEMPT 9 - STRAWBERRY LIME FLAVOURED CIDER TALL CAN,5741000163719,0.5,1,4.5,2.89,NA
Wine,Fortified Wine,Other Fortified Import Wine,FRANCE,106997,PINEAU DES CHARENTES - CHATEAU DE BEAULON 5 YEAR OLD,3304115060001,0.75,1,18,37.99,10
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,218586,PINOT NOIR - KISTLER RUSSIAN RIVER 2018,626990069447,0.75,1,14.5,108.99,0
Wine,Italy Wine,Italy White Wine,ITALY,252335,SOAVE CLASSICO - TEDESCHI CAPITEL TENDA 2018,626990392774,0.75,1,12.5,21.99,0
Wine,France Wine,France Red Wine,FRANCE,272724,BORDEAUX SUPERIEUR -CHATEAU ARGADENS 2016,3394150038028,0.75,1,13.5,22.97,0
Wine,Italy Wine,Italy Red Wine,ITALY,630434,TOSCANA - BANFI SUMMUS 2014,8015674730964,0.75,1,14,66.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,632083,OKANAGAN SPRING - 1516 BAVARIAN LAGER CAN,56910002009,0.355,6,5,12.49,NA
Wine,Other Style Wine,Rice Wine,CHINA,697664,NUERHONG - FUDIAO TEN YEARS,6904508960122,1,1,14,48.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,752063,MERLOT - COLUMBIA CREST H3 HORSE HEAVEN VINEYARD 2016,88586003431,0.75,1,14.5,22.99,0
Spirits,Grape and Fruit Brandy,Brandy,ITALY,796383,VECCHIA ROMAGNA - GRAN RISERVE VENTICINQUE (25 YEARS),8000330129251,0.5,1,40,139.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,897421,MONTEFALCO SAGRANTINO - BELLAFONTE COLLENOTTOLO 2013,726452012087,0.75,1,15,64.99,0
Wine,France Wine,France Red Wine,FRANCE,960682,CHATEAU SMITH HAUT LAFITTE ROUGE 2013,,0.75,1,13,119,0
Wine,Italy Wine,Italy White Wine,ITALY,7768,ROMAGNA ALBANA - TRERE ARLUS 2019,830578000092,0.75,1,13.5,22.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,89166,SMIRNOFF VODKA AND SODA - STRAWBERRY ROSE CAN,82000006398,0.355,4,4.5,9.79,NA
Wine,Other Country Wine,Other Country Red Wine,SWITZERLAND,161816,VALAIS SYRAH - CAVE SAINT PIERRE 2016,7610268254096,0.75,1,13.5,51.99,0
Wine,France Wine,France Red Wine,FRANCE,178341,HAUT-MEDOC - CHATEAU LANESSAN 2017,3760096584187,0.75,1,13,40,NA
Wine,France Wine,France Red Wine,FRANCE,202430,POMEROL - CHATEAU LAFLEUR GAZIN 2017,3328155006829,0.75,1,13,80,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,207352,MOODY ALES - FLAMINGOSE TALL CAN,628451091561,0.473,4,4.8,13.49,NA
Spirits,Liqueurs,Fruit Liqueurs,LATVIA,215181,STOLICHNAYA - CRUSHED PINEAPPLE,4750021004827,0.75,1,30,24.99,NA
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,326728,CHARDONNAY - OYSTER BAY MARLBOROUGH 2019,9415549801604,0.75,1,13.5,16.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,366930,PINOT NOIR - LA CREMA SONOMA COAST,49331002307,0.75,1,13.5,35.99,0
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,MEXICO,529032,COPA DE ORO,96749003297,0.75,1,21,19.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,608786,PINOT NOIR - SOKOL BLOSSER DUNDEE HILLS 2017,88473980500,0.75,1,13.5,39.99,0
Wine,Georgia Wine,Georgia Red Wine,GEORGIA,674333,PIROSMANI - GODORI SEMI DRY,4860005646636,0.75,1,11,14.99,1
Wine,Chile Wine,Chile Red Wine,CHILE,739706,PINOT NOIR - CONO SUR 20 BARRELS CASABLANCA EL TRIANGULO 14,7804320401102,0.75,1,13.5,37.99,0
Wine,France Wine,France White Wine,FRANCE,742007,CHATEAU RIEUSSEC 2014,,0.375,1,13,75,10
Refreshment Beverages,Cider,Domestic Cider,CANADA,27891,OKANAGAN CIDER - SASKATOON BERRY CAN,62067381935,0.355,6,5,9.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,48433,CABERNET SAUVIGNON - DUNN HOWELL MOUNTAIN 2017,696852000451,0.75,1,14,249.99,0
Wine,Other Country Wine,Other Country Sparkling Wine,UNITED KINGDOM,52710,GUSBOURNE - BLANC DE BLANCS 2013,5060240510382,0.75,1,12,82.99,1
Wine,France Wine,France Red Wine,FRANCE,83918,PESSAC LEOGNAN - CHATEAU HAUT BAILLY 2008,3419466248807,0.75,1,13.5,319.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,110120,SANTA YNEZ VALLEY RED - JONATA TODOS BALLARD CANYON 2017,696852000437,0.75,1,14.1,85.99,0
Wine,France Wine,France Red Wine,FRANCE,121713,PESSAC LEOGNAN - LE CLARENCE DE HAUT BRION ROUGE 2017,3277038396260,0.75,1,13,300,NA
Wine,Italy Wine,Italy Red Wine,ITALY,138105,BRUNELLO DI MONTALCINO - SAN POLO VIGNAVECCHIA,8021903291373,0.75,1,14.8,389.99,0
Wine,Canada - BC,Canada - BC Fruit Wine,CANADA,149336,CHERRY POINT - COWICHAN BLACKBERRY,626990053255,0.375,1,18,27.49,9
Spirits,Grape and Fruit Brandy,Armagnac,FRANCE,182270,CHATEAU DE LAUBADE - 1969,659651046136,0.7,1,40,450,NA
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,CANADA,196345,CREME DE CACAO WHITE - MCGUINNESS,48415448277,0.75,1,15,19.49,NA
Spirits,Whisky,Canadian Whisky,CANADA,213267,SWEAR JAR - CANADIAN WHISKY,628504799246,0.75,1,40,34.99,NA
Spirits,Asian Spirits,Korea Spirits,KOREA - SOUTH,254060,MUHAK - WHITE GOOD DAY SOJU,8801100129736,0.36,1,16.9,7.79,NA
Wine,France Wine,France Red Wine,FRANCE,348417,PAUILLAC - CHATEAU MOUTON ROTHSCHILD 2012,,0.75,1,13,900,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,407007,CABERNET SAUVIGNON - MICHEL TORINO DON DAVID RESERVE,7790189000177,0.75,1,14,15.99,0
Wine,Other Country Wine,Other Country Red Wine,LEBANON,420869,CHATEAU MUSAR 2011,5017469119902,0.75,1,14,62.99,0
Beer,Import Beer,Europe Beer,NETHERLANDS,531392,HEINEKEN,72890000859,0.33,12,5,25.49,NA
Wine,France Wine,France White Wine,FRANCE,674184,RIESLING GC RANGEN CLOS ST URBAIN - DOM ZIND HUMBRECHT 17,831906004799,0.75,1,13,159.99,0
Wine,France Wine,France Red Wine,FRANCE,897827,GRIOTTE CHAMBERTIN - JADOT 2005,3535921954004,0.75,1,13.5,285.99,0
Wine,France Wine,France Red Wine,FRANCE,16703,PAUILLAC - CHATEAU LATOUR 2007,3419466222524,0.75,1,13,1200,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,54443,THE ARRAN MALT - MASTER OF DISTILLING II,851805000616,0.75,1,51.8,179.99,NA
Spirits,Vodka,Straight Vodka,UNITED STATES OF AMERICA,65011,FIFTH GENERATION - TITO'S HANDMADE,619947000020,0.75,1,40,32.99,NA
Spirits,Liqueurs,Cream/Dairy Liqueurs,GUYANA,113480,EL DORADO RUM CREAM,5014396002154,0.75,1,16.5,23.97,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,171937,JACKSON TRIGGS - PROPRIETOR'S SELECTION CABERNET SAUVIGNON L,63657040447,0.75,1,8,9.99,0
Wine,France Wine,France White Wine,FRANCE,210892,CORTON CHARLEMAGNE GRAND CRU - LOUIS LATOUR 2016,3566921161543,0.75,1,14,249.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,229347,TAYLOR FLADGATE - QUINTA DE VARGELLAS VINTAGE 2015,5013626115503,0.75,1,20,75.99,10
Spirits,Whisky,Canadian Whisky,CANADA,252370,CANADIAN CLUB - 42 YEAR OLD CHRONICLES ISSUE NO.2,80686823490,0.75,1,45,259.97,NA
Spirits,Vodka,Straight Vodka,CANADA,454462,BANFF ICE,777680005204,1.75,1,40,51.99,NA
Wine,France Wine,France White Wine,FRANCE,826941,PESSAC LEOGNAN BLANC - CHATEAU HAUT BRION 2012,626990245414,0.75,1,13,1500,NA
Wine,Other Country Wine,Other Country Sparkling Wine,UNITED KINGDOM,20399,BRIDE VALLEY - ROSE BELLA 2014,,0.75,1,13,52.99,NA
Spirits,Asian Spirits,China Spirits,CHINA,32048,LUZHOU - LAOJIAO ER QU,6901798138934,0.5,1,52,18.99,NA
Spirits,Liqueurs,Other Liqueurs,CANADA,35264,MCGUINNESS - BLUE CURACAO,48415540124,0.375,1,15,8.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,41861,CABERNET SAUVIGNON - TNT OAK RIDGE WINERY,82544991938,3,1,13.5,44.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,94789,CHIANTI CLASSICO - SAN FABIANO CALCINAIA ORGANIC 2018,8025205000039,0.75,1,13.5,24.99,0
Spirits,Grape and Fruit Brandy,Armagnac,FRANCE,96485,MARCEL TREPOUT - MILLESIME ARMAGNAC 1996,3562120963049,0.7,1,42,119.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,106322,BLACK FLY - PEACH GIN SODA FIZZ CAN,883043001346,0.355,6,6,11.79,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,112400,MACALLAN - SHERRY OAK 12 YEAR OLD,812066020553,0.75,1,43,134.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,119509,TOSCANA - MAZZEI SIEPI 2015,8016118231115,0.75,1,14,169.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,222740,GRANVILLE ISLAND - WEST COAST IPA TALL CAN,779446203183,0.473,4,6.5,9.47,NA
Wine,Italy Wine,Italy Red Wine,ITALY,231712,CHIANTI - CECCHI,8006030002412,0.75,1,12.5,15.99,0
Wine,Germany Wine,Germany White Wine,GERMANY,232825,PINOT BLANC - MARKUS MOLITOR HAUS KLOSTERBERG 2015,4022391167311,0.75,1,12.5,30.99,0
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,361253,PELLER FAMILY VINEYARDS - ROSE,48162010109,1.5,1,10.5,14.49,3
Beer,Import Beer,Europe Beer,UNITED KINGDOM,439828,EAGLE - IPA TALL CAN,700330000052,0.5,4,5,8.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,450684,GLENLIVET - 25 YEAR OLD,80432103685,0.75,1,43,565,NA
Wine,France Wine,France Red Wine,FRANCE,600080,VACQUEYRAS - CHATEAU DE TOURS RESERVE 2009,97985150158,0.75,1,15,97.99,0
Wine,France Wine,France Red Wine,FRANCE,13563,CHARMES CHABERTIN GRAND CRU - GEANTET PANSIOT 2018,3760163355689,0.75,1,14,299.99,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,47173,LABATT - BUD LIGHT MANGO CAN,62067384103,0.355,12,4,23.49,NA
Wine,France Wine,France White Wine,FRANCE,54828,GEWURZTRAMINER - WILLY GISSELBRECHT PIERRE BRECHT 2018,3760163353678,0.75,1,13,28.99,NA
Wine,France Wine,France White Wine,FRANCE,119961,CHATEAU RIEUSSEC 2016,714153221167,0.375,1,13,65,NA
Spirits,Whisky,Canadian Whisky,CANADA,158226,GOODERHAM AND WORTS 49 WELLINGTON - CANADIAN WHISKY,48415540858,0.75,1,49,89.99,NA
Wine,France Wine,France Red Wine,FRANCE,202468,ST ESTEPHE - CHATEAU LE BOSCQ 2017,3258691586496,0.75,1,13,60,NA
Wine,France Wine,France Champagne Wine,FRANCE,202727,PHILIPPONNAT - BLANC DE NOIRS EXTRA BRUT 2014,626990348061,0.75,1,12,125.99,0
Wine,France Wine,France Red Wine,FRANCE,229939,CHATEAU D'ESCURAC 2016,3485451601759,0.75,1,13,35,NA
Wine,Italy Wine,Italy Fruit and Dessert Wine,ITALY,678797,VIN SANTO DEL CHIANTI CLASSICO - BADIA A COLTIBUONO 2011,800848300078,0.375,1,14.5,69.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,39096,LARCENY BARREL PROOF A120,96749002658,0.75,1,61.6,94.99,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,CANADA,47539,BALDERDASH BREWING - SNEAKY WEASEL CRAFT LAGER CAN,626990411611,0.355,8,5.6,9.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,57086,CABERNET SAUVIGNON - BERINGER DISTINCTION SERIES 8TH,89819721962,0.75,1,14.1,577,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,58897,NAPA VALLEY RED - OPUS ONE 2013,626990467533,0.75,1,14.5,800,0
Wine,Canada - Other,Canada - Other Red Wine,CANADA,63266,KEEP CALM AND THRIVE - CABERNET SAUVIGNON,57496010495,0.75,1,13,8.49,0
Spirits,Tequila,Gold Tequila,MEXICO,78002,GRAN CENTENARIO ANEJO,811538014038,0.75,1,40,47.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,97733,BARBARESCO - CANTINA DEL PINO 2015,8924150000104,0.75,1,14,53.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,113645,ELIJAH CRAIG - 10 YEAR OLD,96749002924,0.75,1,47,94.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,160303,BOLGHERI SUPERIORE - ORNELLAIA 2014,877397004818,1.5,1,13.5,500,0
Wine,Italy Wine,Italy White Wine,ITALY,164531,COSTA TOSCANA VERMENTINO - CANTINA GIULIANO KOSHER 2018,705632682067,0.75,1,13,26.99,0
Beer,Import Beer,Europe Beer,UNITED KINGDOM,191957,INNIS AND GUNN - THE ORIGINAL,5060190560864,0.33,6,6.6,15.79,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,510578,WINE O'CLOCK - SHIRAZ,776545500649,16,1,12.5,121.99,0
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,623264,SAUVIGNON BLANC - NOBILO MARLBOROUGH,729819315302,0.75,1,12.5,15.49,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,782342,MIKE'S HARD FROZEN BLACK CHERRY LEMONADE,779469101046,0.296,1,5,3.69,NA
Beer,Import Beer,USA Beer,UNITED STATES OF AMERICA,897967,LAKEFRONT - NEW GRIST GLUTEN FREE,746546000684,0.355,6,5.1,14.99,NA
Wine,France Wine,France White Wine,FRANCE,942649,CHATEAU CHEVAL BLANC 2013,,0.75,1,14.5,1200,0
Spirits,Whisky,Canadian Whisky,CANADA,48929,GOLDSTREAM - WHISKY,626990354703,0.75,1,40,43.49,NA
Spirits,Whisky,Flavoured Whisky,UNITED STATES OF AMERICA,94910,SHEEP DOG - PEANUT BUTTER WHISKEY,88004038687,0.375,1,35,13.99,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,101624,BELGIAN MOON - MANGO WHEAT TALL CAN,56327015272,0.473,4,5.4,9.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,135178,PUGLIA  NEGROAMARO - MEZZOMONDO,8032610311346,0.75,1,13.5,10.49,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,188292,HOCHTALER DRY,48162002425,4,1,11,29.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,192732,CRAGGANMORE - 12 YEAR OLD SPEYSIDE,622153608041,0.75,1,40,82.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,204560,HIGHLAND PARK - 12 YEAR OLD,5010314575106,0.75,1,43,62.99,NA
Spirits,Whisky,Canadian Whisky,CANADA,205360,ALBERTA PREMIUM - CASK STRENGTH RYE,80686820185,0.75,1,66,59.99,NA
Spirits,Vodka,Straight Vodka,SWEDEN,265199,ABSOLUT,835229000209,0.375,1,40,12.99,NA
Wine,France Wine,France White Wine,FRANCE,510693,GEWURZTRAMINER - DOMAINE ZIND HUMBRECHT 2018,3760163408002,0.75,1,14,31.97,0
Wine,Italy Wine,Italy White Wine,ITALY,534214,PINOT GRIGIO DELLE VENEZIE - DANZANTE,652626759840,0.75,1,12.5,14.99,0
Wine,Sake,Japan Sake,JAPAN,627703,JUNMAI SAKE - ZUIYO,495620317902,0.3,1,15.2,13.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,639633,QUAILS GATE - MERLOT 2019,778856119237,0.75,1,14.5,29.99,0
Spirits,Asian Spirits,Korea Spirits,KOREA - SOUTH,754812,MUHAK - WHITE SOJU,8801100129217,0.36,1,20,8.49,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,57161,NAPA VALLEY RED - OPUS ONE 2014,626990419273,1.5,1,14.5,1350,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,63180,COCKBURN'S - SPECIAL RESERVE,5010867801141,0.75,1,20,20.99,10
Wine,France Wine,France Champagne Wine,FRANCE,67468,MOET AND CHANDON - ROSE IMPERIAL MINI,3185370612873,0.2,1,12,28.99,0
Wine,Spain Wine,Spain Sparkling Wine,SPAIN,180588,FREIXENET - CAVA CORDON NEGRO GRAN SELECCION BRUT,88601003606,1.5,1,12,27.99,1
Beer,Import Beer,Europe Beer,GERMANY,288365,HOLSTEN PREMIUM TALL CAN,406200007892,0.5,1,5.2,1.79,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,301507,CABERNET SAUVIGNON - WENTE SOUTHERN HILLS LIVERMORE 2018,89636460006,0.75,1,12.5,19.99,0
Spirits,Liqueurs,Cream/Dairy Liqueurs,CANADA,460764,DAIRY DISTILLERY - VODKOW CREAM,628504285015,0.75,1,17,28.49,NA
Wine,Chile Wine,Chile Red Wine,CHILE,654244,SYRAH - BISQUERTT LA JOYA GRAN RESERVA COLCHAGUA 2017,722902000628,0.75,1,14,13.97,0
Spirits,Rum,Dark Rum,TRINIDAD AND TOBAGO,699116,PLANTATION - ORIGINAL DARK,695521151456,0.75,1,40,42.99,NA
Spirits,Vodka,Straight Vodka,CANADA,744672,SMIRNOFF - RED LABEL PET,82000743149,1.14,1,40,33.49,NA
Spirits,Liqueurs,Cream/Dairy Liqueurs,CANADA,756007,FORTY CREEK - CREAM,69321004173,0.75,1,17,27.49,10
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,45771,G AND W DISTILLING - YES GUY HARD ICED TEA LEMON,843403000365,2,1,5,9.19,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,57698,GLENMORANGIE - 15 YEAR OLD THE CADBOLL ESTATE,5010494960549,0.75,1,43,134.99,NA
Wine,Canada - BC,Canada - BC Ice Wine,CANADA,106260,PARADISE RANCH - MERLOT ICEWINE 2019,626990069263,0.2,1,14.6,27.99,10
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,152658,PARALLEL 49 - FILTHY DIRTY IPA CAN,823994001859,0.355,6,7.2,11.49,NA
Wine,France Wine,France White Wine,FRANCE,161089,DOMAINE DE CHEVALIER BLANC 2016,3760115295643,0.75,1,13,200,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,286898,CHARDONNAY - JACOB'S CREEK CLASSIC,9300727406316,0.75,1,12.8,10.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,518530,MISSION HILL - FIVE VINEYARDS CHARDONNAY,776545985149,0.75,1,13.5,14.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,687251,ALEXANDER KEITH'S - INDIA PALE ALE CAN,62067121456,0.355,8,5,14.99,NA
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,7969,CINSAULT - TIGER HORSE OLD VINE,3430560003604,0.75,1,14,14.99,0
Wine,France Wine,France Champagne Wine,FRANCE,15878,TAITTINGER - BRUT FOLIES DE LA MARQUETTERIE,3016570000101,0.75,1,12.5,89.99,1
Wine,France Wine,France Red Wine,FRANCE,56895,PESSAC LEOGNAN - CHATEAU HAUT BAILLY 2010,626990279174,1.5,1,13,1050,0
Spirits,Tequila,Gold Tequila,MEXICO,58939,CAZADORES - REPOSADO,80480170004,1.75,1,40,82.99,NA
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,83943,LAKESIDE CELLARS - ROSE 2019,626990372547,0.75,1,12.8,16.97,0
Wine,France Wine,France White Wine,FRANCE,92927,MEURSAULT - RODOLPHE DEMOUGEOT 2018,626990453598,0.75,1,13.2,89.99,0
Wine,France Wine,France Red Wine,FRANCE,120182,MARGAUX - CHATEAU LASCOMBES 2016,3410251160045,0.75,1,13,170,NA
Spirits,Liqueurs,Fruit Liqueurs,NETHERLANDS,128876,CREME DE BANANES - BOLS,80915078264,0.75,1,17,18.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,163303,CEDARCREEK - CABERNET MERLOT 2018,778913031540,0.75,1,14.2,20.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,252718,COLUMBIA VALLEY RED - 14 HANDS HOT TO TROT,88586004483,0.75,1,13.5,14.99,0
Wine,France Wine,France Red Wine,FRANCE,255953,CHATEAU BOYD CANTENAC 2016,3609050755204,0.75,1,13,100,NA
Wine,France Wine,France White Wine,FRANCE,295105,CHATEAUNEUF DU PAPE BLANC - CHATEAU RAYAS 2010,97985150097,0.75,1,14,540,0
Wine,Italy Wine,Italy Red Wine,ITALY,502765,BAROLO RISERVA - AURELIO SETTIMO ROCCHE 2012,633913450176,0.75,1,14,105.99,0
