ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,10532,TOMATIN 1977,87116003835,0.75,1,49,6750,NA
Spirits,Asian Spirits,China Spirits,CHINA,44057,KWEICHOW MOUTAI YINGBIN CHIEW,6902952882861,0.5,1,53,76.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,46075,STEAMWORKS - JOHN OLIVER LAGER CAN,185902003196,0.355,15,5.5,22.99,NA
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,56719,MERLOT - RIEBEEK CELLARS COLLECTION SWARTLAND,6004944000281,0.75,1,14,12.99,0
Refreshment Beverages,Cider,Domestic Cider,CANADA,112593,SOMERSBY - APPLE TALL CAN,675325010029,0.473,4,4.5,11.79,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,171262,STANLEY PARK BREWING - ELECTRO LAGER CAN,62067378379,0.355,6,4,12.29,NA
Wine,France Wine,France Red Wine,FRANCE,191197,MADIRAN - BRUMONT CHATEAU MONTUS 2013,3372220070017,0.75,1,13.5,38.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,215234,AMARONE CLASSICO - NOVAIA CORTE VAONA 2012,8032636520043,0.75,1,15,76.99,0
Wine,France Wine,France White Wine,FRANCE,257173,CHABLIS GRAND CRU BLANCHOTS - JEAN MARC BROCARD 2014,3436801200412,0.75,1,13,125.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,453142,CHARDONNAY - MER SOLEIL RESERVE SANTA LUCIA,710909710107,0.75,1,14.4,32.99,0
Wine,France Wine,France White Wine,FRANCE,13584,PETIT CHABLIS - DOMAINE BEAUFUME 2018,3760163359656,0.75,1,12.5,32.99,NA
Wine,Other Style Wine,Aperitif And Flavoured Wine,CANADA,24828,STONES - ORIGINAL GREEN GINGER WINE,48162002982,0.75,1,13.5,11.99,6
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,27530,PORT ELLEN - 37 YEAR OLD,5000281046051,0.75,1,51,4999.99,NA
Wine,France Wine,France Champagne Wine,FRANCE,39925,BILLECART SALMON - BRUT ROSE,3113942347618,1.5,1,12,275.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,51868,SHOCK TOP BELGIAN WHITE CAN,62067166372,0.355,15,5.2,26.49,NA
Wine,Chile Wine,Chile Red Wine,CHILE,119336,MERLOT - SUR ANDINO 1969,7804426003446,3,1,13.5,29.99,0
Wine,France Wine,France Red Wine,FRANCE,123910,PAUILLAC - CHATEAU LAFITE ROTHSCHILD MAGNUM 2000,626990362821,1.5,1,12.5,8600,0
Wine,France Wine,France Red Wine,FRANCE,148662,ARBOIS TROUSSEAU - DOMAINE ROLET 2015,3361121360020,0.75,1,13,26.99,0
Spirits,Whisky,Other Country Whisky,JAPAN,165098,NIKKA - THE NIKKA 12 YEAR OLD,4904230038023,0.7,1,43,249.99,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,165592,1792 - BCLS PERSONAL BARREL BOURBON,626990320173,0.75,1,49.3,89.99,NA
Wine,France Wine,France Red Wine,FRANCE,178082,MARGAUX - CHATEAU BRANE-CANTENAC 2017,3609050848128,0.75,1,13,150,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,202028,ARDBEG - UIGEADAIL,5010494220278,0.7,1,54.2,144.99,NA
Wine,France Wine,France White Wine,FRANCE,214332,SAUTERNES AND BARSAC - CHATEAU D'YQUEM 2006,626990314950,0.75,1,14,900,10
Wine,Chile Wine,Chile Red Wine,CHILE,257170,CABERNET SAUVIGNON MERLOT - CONO SUR TOCORNAL,7804320345055,1.5,1,11.8,13.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,417626,CHARDONNAY - WILLIAM HILL NORTH COAST 201,85000021590,0.75,1,13.8,19.99,1
Wine,Canada - BC,Canada - BC Red Wine,CANADA,430959,BODACIOUS - CABERNET SAUVIGNON,63657033791,0.75,1,13,8.99,2
Wine,France Wine,France White Wine,FRANCE,558056,MONTAGNY 1ER  - BOUCHARD PERE 2015,3337690193444,0.75,1,12.9,42.99,0
Wine,France Wine,France Champagne Wine,FRANCE,696716,VEUVE CLICQUOT - BRUT,3049610004708,12,1,12,2750,0
Wine,Italy Wine,Italy Red Wine,ITALY,799585,BAROLO RISERVA - PRUNOTTO BUSSIA VIGNA COLONNELLO 12,8016001001467,0.75,1,13.5,239.99,0
Spirits,Rum,White Rum,CANADA,6932,LAMB'S - WHITE,48415510820,1.14,1,40,33.49,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,19166,G.S.M. - GRANT BURGE HOLY TRINITY BAROSSA 2014,738986011115,0.75,1,14,37.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,91561,GLEN GRANT RARE VINTAGE 1952 - GORDON AND MACPHAIL,,0.7,1,40,6875,NA
Spirits,Other Spirits,Ready to Serve Cocktails,UNITED STATES OF AMERICA,107845,JOSE CUERVO - AUTHENTIC STRAWBERRY LIME MARGARITA,811538011037,1.75,1,9.95,22.99,NA
Wine,France Wine,France Red Wine,FRANCE,117835,PAUILLAC - RESERVE DE LA COMTESSE 2017,3609050864067,0.75,1,13,90,NA
Wine,France Wine,France Red Wine,FRANCE,121135,CHIROUBLES - STEEVE CHARVET 2018,3760109883573,0.75,1,13.5,29.99,0
Wine,Sake,USA Sake,UNITED STATES OF AMERICA,145433,GEKKEIKAN - SAKE,728817199716,0.75,1,14.6,10.29,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,194247,PACIFIC WESTERN - PACIFIC COOL BLOOD ORANGE VODKA SODA CAN,774558002266,0.355,6,5,9.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,226013,NAPA VALLEY RED - PROMONTORY 2012,626990344629,0.75,1,14.5,799,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,CANADA,255255,LANDSHARK - PREMIUM LAGER,620707106852,0.473,6,4.6,12.79,NA
Spirits,Vodka,Straight Vodka,CANADA,767855,PRINCE IGOR EXTREME VODKA,69321003787,0.75,1,45,23.99,NA
Wine,France Wine,France Red Wine,FRANCE,770834,JURA - BOURDY COTES DU JURA ROUGE 1985,3563110000904,0.75,1,12,285.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,12144,LANZAROTE LISTAN NEGRO - LOS BERMEJOS MACERACION CARBONICA,8437002995041,0.75,1,13.5,35.99,0
Wine,France Wine,France White Wine,FRANCE,38836,CHABLIS GRAND CRU VAUDESIR - JEAN MARC BROCARD 2014,831906001057,0.75,1,15.5,125.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,74243,EH TAYLOR - 18YR MARRIAGE,88004040154,0.75,1,50,144.99,NA
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,109502,JOHNNIE WALKER - BLUE LABEL CNY 2021 OX,88076184749,0.75,1,46,385,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,117727,MACALLAN - 30 YEAR OLD SHERRY OAK,812066020584,0.75,1,43,6500,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,163244,NAPA VALLEY RED - BOND QUELLA 2014,626990335399,0.75,1,14.5,889,0
Wine,France Wine,France Red Wine,FRANCE,187039,CHATEAU PAVIE 2014,626990304982,0.75,1,13,525,0
Wine,France Wine,France White Wine,FRANCE,229656,L'ESPRIT DE CHEVALIER BLANC 2016,3609050832943,0.75,1,13,55,NA
Wine,Italy Wine,Prosecco Wine,ITALY,268714,VILLA TERESA - PROSECCO FRIZZANTE ORGANIC,8007615000694,0.75,1,11,19.99,2
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,414169,ELIJAH CRAIG - SMALL BATCH,96749000067,0.75,1,47,50.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,564450,SHIRAZ - LANGMEIL BAROSSA VALLEY FLOOR 2018,66780027002,0.75,1,14,34.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,661884,ABERFELDY - 21 YEAR OLD,5000277003587,0.75,1,40,299.97,NA
Wine,Other Country Wine,Other Country White Wine,CROATIA,997742,CUVEE RED - STINA 2018,3859892605759,0.75,1,13.5,23.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,13920,HESTER CREEK - SELECTED BARRELS CABERNET MERLOT 2019,626037003021,0.75,1,13.6,19.99,0
Wine,Sake,Japan Sake,JAPAN,66820,IMAYO TSUKASA SAKE - KOI,4935517412397,0.72,1,17,89.99,0
Wine,France Wine,France Red Wine,FRANCE,264986,BORDEAUX - CHATEAU PEY LA TOUR 2017,3258691552637,0.75,1,15,19.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,342428,CABERNET SAUVIGNON - BONTERRA ORGANIC 2017,82896780402,0.75,1,14,22.99,0
Spirits,Vodka,Flavoured Vodka,SWEDEN,8315,ABSOLUT - JUICE STRAWBERRY EDITION,7312040552474,0.75,1,35,27.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,74573,SEE YA LATER RANCH - POPPY RED 2019,63657042397,0.75,1,14.5,17.99,1
Wine,France Wine,France Red Wine,FRANCE,78808,NUITS ST GEORGES 1ER LES PRULIERS - DOM TAUPENOT MERME 2013,3560960002355,0.75,1,13.5,135.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,99200,SAZERAC - 1792 SINGLE BARREL BOURBON,80660001142,0.75,1,49.3,74.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,119493,GLEN ELGIN - 18 YEAR OLD,88076181731,0.75,1,54.8,600,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,189688,CROWSNEST VINEYARDS - CHARDONNAY STAHLTANK SIMILKAMEEN 2019,626990007791,0.75,1,12.5,18.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,204159,G AND W - NUTRL VODKA SODA PINEAPPLE CAN,628055589280,0.355,6,5,13.29,NA
Wine,France Wine,France White Wine,FRANCE,229565,LA CLARTE DE HAUT BRION BLANC 2016,626990402527,0.75,1,13,170,NA
Spirits,Whisky,Canadian Whisky,CANADA,265165,CROWN ROYAL - VANILLA,82000776550,0.75,1,35,28.49,NA
Wine,Chile Wine,Chile White Wine,CHILE,615369,SAUVIGNON BLANC - CONO SUR RESERVA ESPECIAL CASABLANCA,7804320234007,0.75,1,13,14.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,643874,CHARDONNAY - STERLING VINTNER'S COLLECTION,5010103913225,0.75,1,13.5,16.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,689216,UNIBROUE - LA FIN DU MONDE,772285051113,0.75,1,9,7.09,NA
Wine,France Wine,France White Wine,FRANCE,955146,MEURSAULT LES NARVAUX - PHILIPPE CHAVY 2019,626990261315,0.75,1,13.5,79.99,0
Wine,Italy Wine,Italy Sparkling Wine,ITALY,1875,MARTINI - ASTI,570965815,0.75,1,7,12.99,7
Wine,Canada - BC,Canada - BC Red Wine,CANADA,31325,OPEN - SMOOTH RED,63657036082,0.75,1,13,9.99,2
Wine,Canada - BC,Canada - BC Red Wine,CANADA,39313,BODACIOUS - SMOOTH RED,63657033685,1.5,1,12.5,17.99,2
Wine,Australia Wine,Australia White Wine,AUSTRALIA,59527,CHARDONNAY - HARDYS VARIETAL RANGE,9311043082573,0.75,1,13.2,8.99,0
Wine,France Wine,France Red Wine,FRANCE,95265,CHATEAU COS D'ESTOURNEL 2013,,0.75,1,13,249,0
Wine,France Wine,France Red Wine,FRANCE,103159,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2017,696852012645,0.75,1,13,1500,NA
Wine,France Wine,France White Wine,FRANCE,119790,MEURSAULT 1ER LES CHARMES DESSUS - CHATEAU DE MEURSAULT 2015,3661400265054,0.75,1,13.5,195.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,263506,"MIDLETON DAIR GHAELACH - ""BLUEBELL FOREST"" EDITION",80432109939,0.75,1,56.2,350,NA
Wine,Italy Wine,Italy Red Wine,ITALY,545319,CHIANTI - FRESCOBALDI CASTIGLIONI,8007425003649,0.75,1,13,16.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,579680,CABERNET SAUVIGNON - PENFOLDS MAX'S 2018,12354001121,0.75,1,14.5,19.99,0
Wine,France Wine,France White Wine,FRANCE,616383,LA CLARTE DE HAUT BRION BLANC 2015,626990358015,0.75,1,13,170,0
Spirits,Vodka,Flavoured Vodka,CANADA,743575,SMIRNOFF - RASPBERRY,82000767275,0.375,1,35,12.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,922658,ABERLOUR - 12 YEAR OLD DOUBLE CASK MATURED,5000299298145,0.75,1,40,69.99,0
Spirits,Whisky,Other Country Whisky,JAPAN,4791,AKASHI JAPANESE BLENDED WHISKY,4969265703308,0.5,1,40,65.99,NA
Spirits,Other Spirits,Moonshine Spirits,UNITED STATES OF AMERICA,51295,OLE SMOKY - MOONSHINE PICKLES,853915008247,0.75,1,20,31.99,NA
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,119597,MATTHEW GLOAG - THE NAKED GROUSE,812066022021,0.75,1,43,43.99,NA
Wine,France Wine,France Red Wine,FRANCE,128333,SAINT EMILION - CHATEAU MONBOUSQUET 2015,3412951549922,0.75,1,14.5,135.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,488791,MALBEC - SANTA JULIA RESERVA UCO VALLEY,7791728000566,0.75,1,13.8,17.49,0
Wine,France Wine,France Red Wine,FRANCE,719906,GEVREY CHAMBERTIN 1ER LAVAUX ST JACQUES - DOM TORTOCHOT 13,3760163359557,0.75,1,13,135.99,0
Beer,Import Beer,Europe Beer,GERMANY,751545,HOFBRAUHAUS MAIBOCK,675747011161,0.33,6,7.6,12.49,0
Beer,Import Beer,Europe Beer,NETHERLANDS,18,HEINEKEN,72890000033,0.33,6,5,14.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,7664,ROMAGNA SANGIOVESE PREDAPPIO - CHIARA CONDELLO 2018,8056737212898,0.75,1,14,27.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,23443,RAMOS PINTO - VINTAGE 2017,5601332004022,0.75,1,19.5,149.99,9
Wine,Chile Wine,Chile Red Wine,CHILE,153270,CARMENERE - CONCHA Y TORO CASILLERO DEL DIABLO,7804320087016,0.75,1,13.5,12.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,187512,SAPPORO - 6PK BOTTLE,56910600069,0.355,6,5,12.79,NA
Spirits,Asian Spirits,China Spirits,CHINA,399865,1573  NATIONAL CELLAR - LUZHOU LAOJIAO CO.,6901798138910,0.5,1,52,220.99,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,462036,STRANGE FELLOWS BREWING - POPINJAY TALL CAN,628451207061,0.473,4,4.5,12.79,NA
Beer,Import Beer,Europe Beer,NETHERLANDS,535294,GROLSCH PREMIUM PILSNER TALL CAN,83741150012,0.5,1,5,2.49,NA
Spirits,Liqueurs,Cream/Dairy Liqueurs,UNITED STATES OF AMERICA,569095,BLARNEY'S - CREAM LIQUEUR,85254400011,1.75,1,16,42.99,NA
Wine,Italy Wine,Prosecco Wine,ITALY,814319,RIONDO - PROSECCO FRIZZANTE CUVEE 18,10086100471,0.75,1,10.5,16.99,2
Wine,France Wine,France Red Wine,FRANCE,866558,CHATEAU MOUTON ROTHSCHILD 2015,,0.75,1,13,1200,NA
Wine,France Wine,France Champagne Wine,FRANCE,58941,BILLECART SALMON - BRUT NATURE,3113941208170,0.75,1,12,92.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,80374,CABERNET SAUVIGNON - EDGE ALEXANDER VALLEY 2018,94922951076,0.75,1,13.9,39.99,0
Wine,France Wine,France Red Wine,FRANCE,96172,CHATEAU RAUSAN SEGLA 2013,,0.75,1,13,99,0
Wine,France Wine,France White Wine,FRANCE,114336,CLOS FLORIDENE BLANC 2016,,0.75,1,13,45,NA
Wine,Chile Wine,Chile Sparkling Wine,CHILE,177670,UNDURRAGA - SPARKLING ROSE ROYALVALLE DE LEYDA,7804315002406,0.75,1,12.5,20.99,1
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,191437,CHARDONNAY - CAKEBREAD CELLARS NAPA 2018,84692478941,0.75,1,13.9,68.99,0
Spirits,Whisky,Canadian Whisky,CANADA,423713,FORTY CREEK -  LIMITED 2021 EDITION MASTER'S CUT CASK STRENG,69321004777,0.75,1,48.5,76.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,667014,AUCHENTOSHAN - 12 YEAR OLD,5010496001844,0.75,1,40,59.99,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,1925,COURVOISIER - V.S.,3049197110236,0.75,1,40,57.99,NA
Spirits,Liqueurs,Cream/Dairy Liqueurs,IRELAND,91468,BAILEYS - RED VELVET,5011013934614,0.75,1,17,29.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,105674,MACALLAN - CLASSIC CUT 2019 RELEASE,812066023202,0.75,1,52.9,149.99,NA
Wine,France Wine,France White Wine,FRANCE,107318,PESSAC LEOGNAN BLANC - DOMAINE DE CHEVALIER 2014,3432780010387,0.75,1,13,180,0
Wine,Fortified Wine,Other Fortified Import Wine,PORTUGAL,111297,BLANDY'S - COLHEITA VERDELHO 2008,5600455021473,0.5,1,19,79.99,7
Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,133044,ALENTEJANO - BOJADOR SPECIAL EDITION VINHO TINTO,5600757841588,0.75,1,14.5,31.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,141981,RED RACER - ONE SPEED LAGER CAN,628113009200,0.355,6,4,11.49,NA
Wine,France Wine,France White Wine,FRANCE,182507,MACON VERZE - DOMAINE THIBERT PERE & FILS 2017,3760163358055,0.75,1,13,36.99,NA
Wine,France Wine,France Red Wine,FRANCE,226319,PAUILLAC - CHATEAU  LATOUR 2006,3258691317021,0.75,1,13,1500,0
Wine,Italy Wine,Italy Red Wine,ITALY,282608,ISOLA DEI NURAGHI - PUNICA MONTESSU 2014,8033675240091,0.75,1,14.5,35.99,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,476143,CHARDONNAY - RENMANO CASK,9310577066226,2,1,13,18.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,687368,LABATT - BUDWEISER CAN,62067335457,0.355,8,5,14.29,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,768291,BLACK HILLS - SYRAH 2018,626990061625,0.75,1,14.1,40.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,776955,TALISKER - DISTILLERS EDITION,622153696048,0.75,1,45.8,119.99,NA
Wine,Other Country Wine,Other Country Red Wine,CROATIA,785121,PLAVAC MALI MAJSTOR - STINA 2011,3859892605056,0.75,1,14,64.99,0
Wine,France Wine,France White Wine,FRANCE,892596,PESSAC LEOGNAN BLANC - CHATEAU DE FIEUZAL 2014,626990305354,0.75,1,13,85,0
Wine,France Wine,France White Wine,FRANCE,960658,CHATEAU SMITH HAUT LAFITTE BLANC 2013,,0.75,1,13,170,0
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,CANADA,31690,MCGUINNESS PEPPERMINT SCHNAPPS,48415448512,0.75,1,22,20.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,32326,TOSCANA - MATAROCCHIO,8001935004790,0.75,1,14.5,600,0
Wine,France Wine,France Red Wine,FRANCE,34031,POMMARD 1ER LES RUGIENS - DOMAINE DE COURCEL 2011,795898009395,0.75,1,14.5,235.99,0
Beer,Import Beer,Europe Beer,GERMANY,81383,PADERBORNER - PILSENER TALL CAN,4101120015106,0.5,1,4.8,2.09,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,110089,CABERNET SAUVIGNON - PENFOLDS BIN 98 QUANTUM,12354724358,0.75,1,14.5,900,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,129031,GRANT'S - TRIPLE WOOD,5010327000305,1.14,1,40,38.99,NA
Wine,France Wine,France Red Wine,FRANCE,143420,PAYS D'OC PINOT NOIR - BOUCHARD AINE,3340180004410,0.75,1,12.5,13.99,0
Spirits,Liqueurs,Whiskey Liqueurs,UNITED KINGDOM,201251,GLAYVA,5011311779023,0.75,1,35,39.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,294546,BRUNELLO DI MONTALCINO - BANFI 2015,8015674630165,0.75,1,14.5,57.99,0
Wine,France Wine,France Red Wine,FRANCE,363598,CHATEAU LAGRANGE 2014,3328155000995,0.75,1,13,50,0
Wine,France Wine,France Red Wine,FRANCE,421347,BEAUNE 1ER CRU CLOS DES URSULES - LOUIS JADOT 18,3535928029705,0.75,1,13.5,117.99,0
Spirits,Gin,Dry Gin,UNITED KINGDOM,582973,BOMBAY SAPPHIRE - LONDON DRY,620213190307,1.75,1,40,55.99,NA
Beer,Import Beer,Europe Beer,IRELAND,787416,GUINNESS PUB DRAUGHT TALL CAN,5000213015414,0.5,1,4.2,3.29,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,834267,JACKSON TRIGGS - RESERVE RIESLING GEWURZTRAMINER 2018,63657033661,0.75,1,12.5,11.99,1
Wine,France Wine,France Sparkling Wine,FRANCE,15727,DE CHANCENY - CREMANT DE LOIRE ROSE BRUT,185961000020,0.75,1,10.5,26.99,0
Wine,France Wine,France White Wine,FRANCE,21772,SAUTERNES AND BARSAC - CHATEAU LAFAURIE PEYRAGUEY 2001,3419466229929,0.75,1,13,229.99,10
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,67351,CABERNET SAUVIGNON - PATO CRIOLLO,7790314068423,1,1,13,6.97,1
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,107873,SAUVIGNON BLANC - DUCK HUNTER,811728030015,0.75,1,13,24.99,0
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,109708,PATRON - ESTATE RELEASE,721733003754,0.75,1,42,149.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,109887,LAPHROAIG CAIRDEAS - PORT AND WINE CASKS,80686812111,0.75,1,52,184.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,171058,CABERNET SAUVIGNON - ORIN SWIFT PALERMO NAPA 2018,626990115984,0.75,1,15.5,59.99,0
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,205542,PATRON - SILVER,721733000234,0.05,1,40,9.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,220172,JACKSON TRIGGS - RESERVE PINOT GRIGIO 2018,63657039052,0.75,1,13,11.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,340075,SHIRAZ VIOGNIER - QUARISA JOHNNY Q,9337739000270,0.75,1,14,14.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,419663,PINOT NOIR - KING ESTATE WILLAMETTE VALLEY 2017,768675960226,0.75,1,13,39.99,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,455022,CHARDONNAY - BANROCK STATION UNWOODED,9311043005398,0.75,1,13,10.49,0
Wine,France Wine,France White Wine,FRANCE,563007,CHATEAU HAUT BRION BLANC 2015,626990357995,0.75,1,13,1800,NA
Wine,Italy Wine,Italy Red Wine,ITALY,606541,CHIANTI CLASSICO - ANTINORI PEPPOLI 2018,8001935001362,0.75,1,13.5,26.99,0
Beer,Import Beer,Europe Beer,FRANCE,6106,KRONENBOURG 1664,3080210002961,0.33,6,5,12.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,30841,MOON CURSER - TOURIGA NACIONAL 2018,626990152736,0.75,1,13.6,42.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,34672,MACALLAN - 12 YEAR OLD DOUBLE CASK,5010314303297,0.75,1,40,87.99,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,47443,O.F.C - BOURBON WHISKEY 1995 VINTAGE,88004044282,0.75,1,45,3500,NA
Refreshment Beverages,Cider,Domestic Cider,CANADA,59926,BUMPER CROP - BLACK CHERRY CAN,626990469216,0.355,6,7,8.99,NA
Spirits,Whisky,Canadian Whisky,CANADA,83097,ALBERTA PREMIUM CANADIAN RYE,777680011960,0.2,1,40,6.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,89172,SMIRNOFF VODKA AND SODA - ROSE VARIETY PACK CAN,82000795964,0.355,12,4.5,27.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,106179,DOMAINE D'OR - WHITE,48162000414,4,1,11.5,31.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,154500,BRUNELLO DI MONTALCINO - TALENTI 2016,8028418000995,0.75,1,14.79,96.99,0
Wine,France Wine,France Red Wine,FRANCE,160534,CLOS VOUGEOT GRAND CRU - CHATEAU DE MARSANNAY  2015,3661401335374,1.5,1,14,700,0
Wine,Fortified Wine,Other Fortified Import Wine,UNITED STATES OF AMERICA,197707,QUADY - ESSENSIA ORANGE MUSCAT 2016,13022000088,0.375,1,15,17.99,10
Wine,France Wine,France Red Wine,FRANCE,199009,POMMARD 1ER LES RUGIENS - DOMAINE JADOT 2017,3535928040854,0.75,1,13.5,139.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,257816,MISSION HILL - FIVE VINEYARDS CABERNET MERLOT,776545975508,0.75,1,12.8,16.99,0
Wine,France Wine,France Red Wine,FRANCE,371344,ST ESTEPHE - CHATEAU LAFON ROCHET 2014,626990305538,0.75,1,13,70,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,436717,ST HUBERTUS - CHASSELAS 2020,625259101096,0.75,1,11.5,17.49,1
Wine,Italy Wine,Italy Red Wine,ITALY,617944,ETNA ROSSO - PIETRADOLCE VIGNA BARBAGALLI 2016,726452012827,0.75,1,15,129.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,862375,STEAMWORKS - MASH-UP 8 TALL CAN PACK,185902001260,0.473,8,5,17.99,NA
Wine,France Wine,France Red Wine,FRANCE,961086,CHATEAU LAFITE ROTHSCHILD 2013,,0.75,1,13,1200,NA
Wine,Italy Wine,Italy Red Wine,ITALY,70860,TOSCANA CABERNET FRANC - POGGIO ARGENTIERA POGGIO RASO 2018,8032774090279,0.75,1,15,51.99,0
Wine,France Wine,France Red Wine,FRANCE,203480,PAUILLAC - CARRUADES DE LAFITE 2017,,0.75,1,13,425,NA
Spirits,Liqueurs,Fruit Liqueurs,FRANCE,228031,GRAND MARNIER - CORDON ROUGE,3018300000580,0.2,1,40,14.49,NA
Wine,Fortified Wine,Sherry Wine,SPAIN,242669,GONZALEZ BYASS - FINO PALOMINO TIO PEPE,8410023000031,0.75,1,15.5,18.99,0
Spirits,Grape and Fruit Brandy,Grappa And Marc,ITALY,523480,GRAPPA DI MOSCATO - MASCHIO BENIAMINO,8004595028861,0.7,1,40,38.49,NA
